법정동코드, 주택가격 ,행정구,상세주소
4511110700,41900000,완산구,경원동3가
4511110700,63600000,완산구,경원동3가
4511110700,23300000,완산구,경원동3가
4511110700,24200000,완산구,경원동3가
4511110700,55900000,완산구,경원동3가
4511110700,58000000,완산구,경원동3가
4511110700,59400000,완산구,경원동3가
4511110700,57400000,완산구,경원동3가
4511110700,57000000,완산구,경원동3가
4511110700,54200000,완산구,경원동3가
4511110700,31900000,완산구,경원동3가
4511110700,56000000,완산구,경원동3가
4511110700,51600000,완산구,경원동3가
4511110700,56400000,완산구,경원동3가
4511110700,51800000,완산구,경원동3가
4511110700,7470000,완산구,경원동3가
4511110700,95500000,완산구,경원동3가
4511110700,84400000,완산구,경원동3가
4511110700,77800000,완산구,경원동3가
4511110700,62100000,완산구,경원동3가
4511110700,57300000,완산구,경원동3가
4511110700,56500000,완산구,경원동3가
4511110700,45900000,완산구,경원동3가
4511110700,71400000,완산구,경원동3가
4511110700,52500000,완산구,경원동3가
4511110700,131000000,완산구,경원동3가
4511110700,66800000,완산구,경원동3가
4511110700,38700000,완산구,경원동3가
4511110800,99100000,완산구,풍남동1가
4511110800,115000000,완산구,풍남동1가
4511110800,43200000,완산구,풍남동1가
4511110800,63100000,완산구,풍남동1가
4511110800,141000000,완산구,풍남동1가
4511110800,60300000,완산구,풍남동1가
4511110800,150000000,완산구,풍남동1가
4511110800,38200000,완산구,풍남동1가
4511110800,82400000,완산구,풍남동1가
4511110800,37700000,완산구,풍남동1가
4511110800,69100000,완산구,풍남동1가
4511110800,92800000,완산구,풍남동1가
4511110800,145000000,완산구,풍남동1가
4511110800,102000000,완산구,풍남동1가
4511110800,78800000,완산구,풍남동1가
4511110800,46200000,완산구,풍남동1가
4511110800,89200000,완산구,풍남동1가
4511110800,64700000,완산구,풍남동1가
4511110800,92900000,완산구,풍남동1가
4511110800,194000000,완산구,풍남동1가
4511110800,41600000,완산구,풍남동1가
4511110800,32000000,완산구,풍남동1가
4511110800,88700000,완산구,풍남동1가
4511110800,138000000,완산구,풍남동1가
4511110800,47500000,완산구,풍남동1가
4511110800,84900000,완산구,풍남동1가
4511110800,89100000,완산구,풍남동1가
4511110800,182000000,완산구,풍남동1가
4511110800,42600000,완산구,풍남동1가
4511110800,100000000,완산구,풍남동1가
4511110800,154000000,완산구,풍남동1가
4511110800,57800000,완산구,풍남동1가
4511110800,147000000,완산구,풍남동1가
4511110800,31600000,완산구,풍남동1가
4511110800,19000000,완산구,풍남동1가
4511110800,38900000,완산구,풍남동1가
4511110800,93500000,완산구,풍남동1가
4511110800,75000000,완산구,풍남동1가
4511110800,118000000,완산구,풍남동1가
4511110800,81000000,완산구,풍남동1가
4511110800,89200000,완산구,풍남동1가
4511110800,156000000,완산구,풍남동1가
4511110800,61400000,완산구,풍남동1가
4511110800,67200000,완산구,풍남동1가
4511110800,69000000,완산구,풍남동1가
4511110800,96200000,완산구,풍남동1가
4511110800,80000000,완산구,풍남동1가
4511110800,47600000,완산구,풍남동1가
4511110800,200000000,완산구,풍남동1가
4511110800,52000000,완산구,풍남동1가
4511110800,68800000,완산구,풍남동1가
4511110800,38300000,완산구,풍남동1가
4511110800,138000000,완산구,풍남동1가
4511110800,25000000,완산구,풍남동1가
4511110800,50700000,완산구,풍남동1가
4511110800,74700000,완산구,풍남동1가
4511110800,86700000,완산구,풍남동1가
4511110800,98200000,완산구,풍남동1가
4511110800,54400000,완산구,풍남동1가
4511110800,72300000,완산구,풍남동1가
4511110800,190000000,완산구,풍남동1가
4511110800,57800000,완산구,풍남동1가
4511110800,94400000,완산구,풍남동1가
4511110800,81000000,완산구,풍남동1가
4511110800,81800000,완산구,풍남동1가
4511110800,45100000,완산구,풍남동1가
4511110800,73400000,완산구,풍남동1가
4511110800,243000000,완산구,풍남동1가
4511110800,49800000,완산구,풍남동1가
4511110800,41000000,완산구,풍남동1가
4511110800,340000000,완산구,풍남동1가
4511110800,634000000,완산구,풍남동1가
4511110800,226000000,완산구,풍남동1가
4511110800,162000000,완산구,풍남동1가
4511110800,181000000,완산구,풍남동1가
4511110800,188000000,완산구,풍남동1가
4511110800,103000000,완산구,풍남동1가
4511110800,62900000,완산구,풍남동1가
4511110800,130000000,완산구,풍남동1가
4511110800,196000000,완산구,풍남동1가
4511110800,571000000,완산구,풍남동1가
4511110800,120000000,완산구,풍남동1가
4511110800,65600000,완산구,풍남동1가
4511110800,90000000,완산구,풍남동1가
4511110800,34100000,완산구,풍남동1가
4511110800,25700000,완산구,풍남동1가
4511110800,97900000,완산구,풍남동1가
4511110800,24000000,완산구,풍남동1가
4511110900,140000000,완산구,풍남동2가
4511110900,80100000,완산구,풍남동2가
4511110900,119000000,완산구,풍남동2가
4511110900,120000000,완산구,풍남동2가
4511110900,56300000,완산구,풍남동2가
4511110900,149000000,완산구,풍남동2가
4511110900,65500000,완산구,풍남동2가
4511110900,16500000,완산구,풍남동2가
4511110900,63700000,완산구,풍남동2가
4511110900,65000000,완산구,풍남동2가
4511110900,62600000,완산구,풍남동2가
4511110900,110000000,완산구,풍남동2가
4511110900,9560000,완산구,풍남동2가
4511110900,42800000,완산구,풍남동2가
4511110900,18500000,완산구,풍남동2가
4511110900,52200000,완산구,풍남동2가
4511110900,87900000,완산구,풍남동2가
4511110900,85800000,완산구,풍남동2가
4511110900,80600000,완산구,풍남동2가
4511110900,88900000,완산구,풍남동2가
4511110900,124000000,완산구,풍남동2가
4511110900,62500000,완산구,풍남동2가
4511110900,135000000,완산구,풍남동2가
4511110900,212000000,완산구,풍남동2가
4511110900,223000000,완산구,풍남동2가
4511110900,147000000,완산구,풍남동2가
4511110900,158000000,완산구,풍남동2가
4511110900,132000000,완산구,풍남동2가
4511110900,114000000,완산구,풍남동2가
4511110900,67800000,완산구,풍남동2가
4511110900,69100000,완산구,풍남동2가
4511110900,27000000,완산구,풍남동2가
4511110900,33900000,완산구,풍남동2가
4511110900,91000000,완산구,풍남동2가
4511110900,20900000,완산구,풍남동2가
4511110900,37800000,완산구,풍남동2가
4511110900,45200000,완산구,풍남동2가
4511110900,52900000,완산구,풍남동2가
4511110900,104000000,완산구,풍남동2가
4511110900,115000000,완산구,풍남동2가
4511110900,192000000,완산구,풍남동2가
